City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
703,Marabba,SD,12.35,32.1833,76.78,28,0,9.84,clear sky
704,Lulea,SE,65.5842,22.1547,3.27,92,90,6.91,overcast clouds
705,Kyra,RU,49.5776,111.9753,26.22,66,17,6.87,few clouds
706,Ottawa,CA,45.4112,-75.6981,24.73,90,90,4.61,light shower snow
707,Nizamabad,IN,18.6667,78.1167,74.41,59,13,7.85,few clouds
708,Drinovci,BA,43.355,17.3539,38.03,89,100,6.93,overcast clouds
709,Poya,NC,-21.35,165.15,84.81,62,40,6.64,scattered clouds
710,Hobyo,SO,5.3505,48.5268,78.82,73,38,18.01,scattered clouds
711,Kulhudhuffushi,MV,6.6221,73.07,82.35,73,72,5.82,broken clouds
712,Whyalla,AU,-33.0333,137.5833,73.29,43,89,6.91,overcast clouds
